-19070931,302,302
50645059,302,302
-55063568,302,302
-19438017,302,302
11536174,302,302
566622,302,302
9902656,302,302
-38850891,302,302
-34686745,302,302
16566493,302,302
-352908,302,302
-50022075,302,302
-31919773,302,302
-51198970,302,302
-30596140,302,302
-349905,302,302
-89752477,302,302
-57239054,302,302
23524850,302,302
-17718735,302,302
-25353,302,302
-52093288,302,302
-7396751,302,302
-68007533,302,302
40790384,302,302
35689,302,302
-56793956,302,302
57353524,302,302
-10869818,302,302
13026797,302,302
-9897349,302,302
-13967768,302,302
-39795146,302,302
-46191420,302,302
37078669,302,302
21063503,302,302
-40332574,302,302
78758691,302,302
39022072,302,302
52098247,302,302
-11691501,302,302
-46273693,302,302
66553368,302,302
41894226,302,302
-14284358,302,302
-9203196,302,302
42734067,302,302
-61734598,302,302
37845805,302,302
-61635284,302,302
-13875718,302,302
67523882,302,302
-7592725,302,302
-13713127,302,302
-58361195,302,302
5249970,302,302
29147702,302,302
-31580273,302,302
-38218828,302,302
-45694778,302,302
10554625,302,302
19834716,302,302
39068586,302,302
-61943773,302,302
-3669475397,302,302
-39111,302,302
49747948,302,302
66185095,302,302
97124156,302,302
-36910980,302,302
-434552,302,302
-48574125,302,302
68266225,302,302
-42535578,302,302
-18493484,302,302
-546648,302,302
-13265864,302,302
-15592695,302,302
23635478,302,302
23303383,302,302
24273199,302,302
44434004,302,302
-54852857,302,302
411575,302,302
43351813,302,302
-17729350,302,302
-29773200,302,302
19626,302,302
-39502371,302,302
-44673280,302,302
-353885,302,302
-84980152,302,302
-8728275,302,302
-40631006,302,302
-51797720,302,302
14290784,302,302
-373162,302,302
-346203,302,302
-390343,302,302
-1247728117,302,302
45187,302,302
47987109,302,302
-7578409,302,302
-15361661,302,302
57026387,302,302
-25352,302,302
-85425880,302,302
-27931555,302,302
4493519,302,302
-61278464,302,302
-434204,302,302
33245499,302,302
14802651,302,302
27233142,302,302
-17710982,302,302
10678523,302,302
39917997,302,302
13578752,302,302
-22463891,302,302
-65072034,302,302
20953,302,302
40370638,302,302
-47680786,302,302
367714,302,302
19033567,302,302
2747346,302,302
-53117301,302,302
-2870896,302,302
-53798324,302,302
-40112225,302,302
3444572,302,302
38457895,302,302
102947033,302,302
14570638,302,302
-39575075,302,302
2977194,302,302
-32377023,302,302
35388719,302,302
46448506,302,302
1898845,302,302
-3577970,302,302
34355138,302,302
-20010227,302,302
-446007,302,302
-19496265,302,302
-455924,302,302
13364479,302,302
-1487111080,302,302
-24052291,302,302
-42910904,302,302
-2924673,302,302
413181,302,302
-296714975,302,302
-72708550,302,302
32640045,302,302
5890972,302,302
63442497,302,302
-8407215,302,302
-11369323,302,302
30582033,302,302
-500553,302,302
-53542425,302,302
47007376,302,302
-6622420,302,302
-331885,302,302
-23467,302,302
521854,302,302
-31495207,302,302
22439796,302,302
-22414303,302,302
-10602815,302,302
-1981258,302,302
-119942560,302,302
-12175850,302,302
66755348,302,302
-26260,302,302
87007784,302,302
5338668,302,302
85150844,302,302
31561486,302,302
-452781,302,302
-444051,302,302
32786992,302,302
-36674776,302,302
-14472721,302,302
9681679,302,302
57544470,302,302
-26614070,302,302
684389635,302,302
-33650509,302,302
-4279316,302,302
-28494755,302,302
47668284,302,302
37967539,302,302
10595273,302,302
523112,302,302
21905020,302,302
29245968,302,302
12640505,302,302
72731388,302,302
460812,302,302
-50977364,302,302
57787239,302,302
-333003,302,302
-59821995,302,302
380705,302,302
46134011,302,302
-26431015,302,302
10858085,302,302
36825843,302,302
-13039438,302,302
48359294,302,302
57441943,302,302
29056769,302,302
-52643986,302,302
-45037293,302,302
53078958,302,302
54519924,302,302
-9188250,302,302
-57562559,302,302
-10448954,302,302
10327989,302,302
44177337,302,302
58692730,302,302
351301,302,302
445588,302,302
-65846923,302,302
54763111,302,302
8847005,302,302
48633351,302,302
3475721,302,302
-59960700,302,302
-40694911,302,302
-761050992,302,302
35188833,302,302
-15375000,302,302
47414830,302,302
26155771,302,302
-47073865,302,302
61236560,302,302
15438765,302,302
65104929,302,302
-51535606,302,302
54679720,302,302
31703334,302,302
-517384,302,302
-7922935,302,302
35964840,302,302
-56005658,302,302
36558490,302,302
28495,302,302
-524680703,302,302
-13205102,302,302
-62735913,302,302
-68200295,302,302
-507397,302,302
-64251608,302,302
63022751,302,302
52598799,302,302
40951158,302,302
1559766,302,302
2256013,302,302
-62952421,302,302
1015492,302,302
5619080,302,302
-26340781,302,302
-62532954,302,302
8863628,302,302
-47432709,302,302
-3166045,302,302
4182864,302,302
-24855815,302,302
-69600473,302,302
56001327,302,302
-49822678,302,302
6642745,302,302
27643949,302,302
-52975383,302,302
-21153319,302,302
46775084,302,302
9315850,302,302
7995710,302,302
32971372,302,302
-3669740,302,302
-23522056,302,302
672013,302,302
-46833331,302,302
23638481,302,302
-32027956,302,302
14063939,302,302
2130718,302,302
-11350256,302,302
-44382740,302,302
-13570790,302,302
26054920,302,302
-11493082,302,302
-453060,302,302
32746065,302,302
-60481087,302,302
-37080625,302,302
33384,302,302
-25731974,302,302
-22028780,302,302
58508489,302,302
51733955,302,302
-10289158,302,302
-14302867,302,302
54021397,302,302
-31787912,302,302
77906557,302,302
-516896,302,302
28887403,302,302
24083790,302,302
-3855518,302,302
-38963615,302,302
455994,302,302
60579633,302,302
25883390,302,302
29857149,302,302
335937,302,302
473873,302,302
6302618,302,302
34241646,302,302
-14518397,302,302
-31070293,302,302
-487842,302,302
40587216,302,302
28880280,302,302
-15638861,302,302
60097868,302,302
-3369842,302,302
-29142394,302,302
62628497,302,302
-1608654,302,302
-92201811,302,302
-6270630,302,302
-24831371,302,302
-36435780,302,302
-26169599,302,302
53059054,302,302
-577658,302,302
17397744,302,302
471010,302,302
-71035641,302,302
3281632071,302,302
610483,302,302
-43536543,302,302
-407874,302,302
-13947934,302,302
-42445133,302,302
518292,302,302
-61964655,302,302
10344472,302,302
-48941002,302,302
75733027,302,302
-14174079,302,302
-5871906,302,302
-26089841,302,302
32444979,302,302
29504102,302,302
-4930586,302,302
-5669716,302,302
72915071,302,302
30731423,302,302
-5959906,302,302
9000236,302,302
50278043,302,302
64975164,302,302
-28244793,302,302
378539,302,302
-436439,302,302
-18762233,302,302
-41128206,302,302
4967741,302,302
-6520243,302,302
27239,302,302
30876413,302,302
49570970,302,302
-49281059,302,302
-1144146088,302,302
507607,302,302
-15700391,302,302
23209516,302,302
56771676,302,302
-21863535,302,302
1220127,302,302
14434797,302,302
-29999067,302,302
-46401084,302,302
-31222197,302,302
465772,302,302
-28730400,302,302
-1071645,302,302
-74889763,302,302
28996007,302,302
-7500395,302,302
-18681776,302,302
-46215935,302,302
38416549,302,302
6207773,302,302
-489029,302,302
71843705,302,302
-13511774,302,302
45474848,302,302
19334443,302,302
-416673,302,302
59819899,302,302
8435152,302,302
-63115431,302,302
-48002195,302,302
13625336,302,302
-42738886,302,302
29885296,302,302
24110818,302,302
-38204929,302,302
12695330,302,302
-40951857,302,302
-40621856,302,302
-8693913,302,302
35106141,302,302
-9521533,302,302
72456422,302,302
51808405,302,302
-67306886,302,302
-41192740,302,302
-3366699,302,302
20780995,302,302
71794816,302,302
52373002,302,302
6909468,302,302
-624591,302,302
-33066426,302,302
-56240045,302,302
-50897326,302,302
81802933,302,302
-8809989,302,302
-29335156,302,302
-34469468,302,302
63287100,302,302
-39537221,302,302
-27168,302,302
40020384,302,302
34676617,302,302
-24818380,302,302
-18709363,302,302
26191,302,302
23397,302,302
-23720545,302,302
42963984,302,302
-16360880,302,302
3423689,302,302
75171153,302,302
-48259839,302,302
-14703895,302,302
14641597,302,302
-8855665,302,302
-19518195,302,302
-137344704,302,302
92708859,302,302
-3035512,302,302
7401430,302,302
28042114,302,302
22297668,302,302
40408910,302,302
-16773502,302,302
-29333,302,302
-24622475,302,302
-49465231,302,302
-1990616,302,302
-43958874,302,302
563480,302,302
28368971,302,302
-74980347,302,302
-50818336,302,302
79052164,302,302
-14444296,302,302
35904427,302,302
16507197,302,302
30982223,302,302
-16927712,302,302
-14813616,302,302
37441145,302,302
-29950807,302,302
-13507653,302,302
22997827,302,302
-11930289,302,302
25527339,302,302
-4684115,302,302
-4652137469,302,302
21397205,302,302
39586111,302,302
39060416,302,302
-59374242,302,302
-20865782,302,302
26071822,302,302
-25464133,302,302
70999603,302,302
59522376,302,302
640805948,302,302
-81866209,302,302
12161114,302,302
41113959,302,302
-13032733,302,302
36113393,302,302
-71185451,302,302
-565226,302,302
-30144268,302,302
-37850485,302,302
-62416039,302,302
-16594848,302,302
1554737,302,302
78648830,302,302
44621528,302,302
-3318020,302,302
8307412,302,302
-511867,302,302
12927273,302,302
10573971,302,302
1126538123,302,302
-22136894,302,302
31498,302,302
-17143242,302,302
-53457149,302,302
-25528387,302,302
-13947514,302,302
-476247,302,302
-66515094,302,302
47292328,302,302
37426199,302,302
-29319302,302,302
5289919,302,302
29201550,302,302
27705968,302,302
72731807,302,302
-45520595,302,302
-3073436,302,302
80481186,302,302
74273833,302,302
74854632,302,302
-64692097,302,302
-36388,302,302
25016939,302,302
-83832521,302,302
-26101434,302,302
-37904262,302,302
-18278861,302,302
-67336149,302,302
-41228848,302,302
32908585,302,302
12672003,302,302
-8895405,302,302
-16644365,302,302
86596699,302,302
-40968270,302,302
-22448317,302,302
5741862,302,302
43067769,302,302
60238388,302,302
-7061304,302,302
-54935828,302,302
-1402274,302,302
-11641774,302,302
33930363,302,302
36502687,302,302
15206264,302,302
